Start Time : 2023-04-21 17:11:27
Frame	Time	Battery voltage	Ignition switch condition	First EGR closed position (AD Conversion)	Fuel Temp Sensor (physical Value)	Turbine inlet temperature (physical value)	EGR valve duty cycle	Brake switch condition	State variable showing the condition of the engine	Coolant temp (physical value)	Engine speed	Number of MDP update failed	Number of MDP update succeed	Total soot mas inside the DPF calulated based on model	Transmission oil temp switch condition	Oil pressure	Pedal position	Atmospheric pressure	Pedal position from potentiometer track 1	Pedal position from potentiometer track 2	Hand pedal position from potentiometer track 1	Hand pedal position from potentiometer track 2	Fuel filter feedback (AD conversion)	Turbine inlet preesure (estimate)	SCR outlet temperature	EGR rate position (demand value)	Throttle valve duty cycle	After fuel quantity (demand)	Total fuel injection quantity	Main fuel injection quantity	Pilot 1 fuel inection quantity	Pilot 2 fuel inection quantity	Post 1 fuel inection quantity	Post 2 fuel inection quantity	Injection balancing delta speed of Cyliner 1	Injection balancing delta speed of Cyliner 3 (D18 = Injector 2)	Injection balancing delta speed of Cyliner 4 (D18 = Injector 3)	Injection balancing delta speed of Cyliner 2	After injection condition	Main injection timing	Pilot1 injection timing demand	Pilot2 injection timing demand	Post1 injection timing demand	Post2 injection timing demand	Rail pressure (demand value)	Rail pressure gap (demand vs actual feedback)	Actual fast indicated mean effective pressure	Actual slow indicated mean effective pressure	Desired fast indicated mean effective pressure	Desired slow indicated mean effective pressure	Idle speed target	Maximum indicated torque	Brake Lamp Switch condition	Oil pressure warning lamp condition	Inching pedal switch condition	Multi torque switch condition	Parking Brake switch condition	PTO switch condition	Water in fuel filter condition	Emergency Switch condition	Total engine running time	Total fuel used by the engine	Total vehicle run time	IMV current demand	Cluth switch condition	EGR valve position	Air mass flow (1 injection cycle)	EGR valve position (AD Conversion)	Manifold air pressure (raw)	Rail pressure (raw)	Intake manifold temperature	Throttle feedback position from AD Conversion	Regeneration state	Glow plugs condition	Ambient temperature	Throttle position (desired)	Actual engine brake torque	Actual indicated torque	Intake port air mass flow	Intake port air mass flow (speed)	Oil pressure	Output temperature from cnts linearization map	SCR inlet temperature	DOC in temperature	Target DOC out temperature (DeSox Mode)	Regen switch is the inhibited state	Air/Fuel ratio	Intake air estimation	EGR valve duty rate (desired)	EGR rate (Intake port)	DeSOx state	Check engine lamp condition	Glow plug warning lamp signal condition	MIL Lamp condition	Supply Module external ambient temperature	Fuel filter pressure	Cam sensor APS value	Cam sensor condition	Crank Sensor APS value	Crank sensor condition	Cam & Crank sensor communicating	IMV current feedback	SCR inducement - fault code repeat state	SCR inducement - speed scaler	SCR inducement - torque scaler	SCR inducement - state	Max torque value	Reduce torque value	Smoke Limit Active condition	Atmospheric pressure	Coolant temp (AD Conversion)	Turbine inlet temperature (AD Conversion)	Manifold air pressure sensor (AD Conversion)	Air mass flow (Feedback)	Fuel tank level	Intake air temperature (Feedback)	Actual Throttle feedback position from AD Conversion	Engine running time (1 driving cycle)	Requested Engine Speed	Filtered EGR flow correction fraction during fail diagnosis conditions	EGR flow diagnosis enabled	Non-corrected intake port fresh air flow	Value of period signal (HFM AMF)	
542	54.2	11.2	01	805	68.0	651.2	0	00	01	96.8	741	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	36	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	29.0	95.7	95.7	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	820	00	-0.236	10	804	10.4	4931.4	154.4	0.0	00	01	60.8	99	114.00	172.19	11.78	14.91	557.19	72.5	252.5	337.1	252.1	00	13.95	-3.50	0.0000	0.0000	00	00	00	00	25.00	0.00	17335	01	1336	01	01	823.88	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	252	503	0	62.6	0	0.000	0	1.0000	FALSE	14.813	421	
543	54.3	11.2	01	805	68.0	651.2	0	00	01	96.8	741	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	36	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	29.0	95.7	95.7	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	820	00	-0.236	10	804	10.4	4931.4	154.4	0.0	00	01	60.8	99	119.75	177.88	11.78	14.81	561.81	72.5	253.4	339.4	252.1	00	13.95	-3.50	0.0000	0.0000	00	00	00	00	25.00	0.00	17335	01	1336	01	01	823.88	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	252	503	0	62.6	0	0.000	0	1.0000	FALSE	14.813	421	
544	54.4	11.2	01	805	68.0	651.2	0	00	01	96.8	741	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	36	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	29.0	95.7	95.7	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	820	00	-0.236	10	804	10.4	4931.4	154.4	0.0	00	01	60.8	99	119.75	177.88	11.78	14.81	561.81	72.5	253.4	339.4	252.1	00	13.95	-3.16	0.0000	0.0000	00	00	00	00	25.00	0.00	15422	01	1336	01	01	823.88	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	252	503	0	62.6	0	0.000	0	1.0000	FALSE	14.813	421	
545	54.5	11.2	01	805	68.0	651.2	0	00	01	96.8	741	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	36	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	29.0	95.7	95.7	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	820	00	-0.236	10	804	10.4	4931.4	154.4	0.0	00	01	60.8	99	119.75	177.88	11.78	14.81	561.81	72.5	253.4	339.4	252.1	00	13.95	-3.16	0.0000	0.0000	00	00	00	00	25.00	0.00	15422	01	1388	01	01	823.88	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	252	503	0	62.6	0	0.000	0	1.0000	FALSE	14.813	421	
546	54.6	11.2	01	805	68.0	651.2	0	00	01	96.8	741	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	36	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	29.0	95.7	95.7	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	820	00	-0.236	10	804	10.4	4931.4	154.4	0.0	00	01	60.8	99	119.75	177.88	11.78	14.81	561.81	72.5	253.4	339.4	252.1	00	13.95	-3.16	0.0000	0.0000	00	00	00	00	25.00	0.00	15422	01	1388	01	01	823.88	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	252	503	0	62.6	0	0.000	0	1.0000	FALSE	14.813	421	
547	54.7	11.2	01	805	68.0	651.2	0	00	01	96.8	741	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	36	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	29.0	95.7	95.7	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	820	00	-0.236	10	804	10.4	4931.4	154.4	0.0	00	01	60.8	99	119.75	177.88	11.78	14.81	561.81	72.5	253.4	339.4	252.1	00	13.95	-3.16	0.0000	0.0000	00	00	00	00	25.00	0.00	15422	01	1388	01	01	823.88	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	498	0	62.6	0	0.000	0	1.0000	FALSE	14.813	421	
548	54.8	11.3	01	805	68.0	651.2	0	00	01	96.8	741	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	36	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	29.0	95.7	95.7	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	820	00	-0.236	10	804	10.4	4931.4	154.4	0.0	00	01	60.8	99	119.75	177.88	11.78	14.81	561.81	72.5	253.4	339.4	252.1	00	13.95	-3.16	0.0000	0.0000	00	00	00	00	25.00	0.00	15422	01	1388	01	01	823.88	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	498	0	62.6	0	0.000	0	1.0000	FALSE	15.781	448	
549	54.9	11.3	01	805	68.0	651.2	0	00	01	96.8	725	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	36	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	29.0	95.7	95.7	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	820	00	-0.236	10	804	10.4	4931.4	154.4	0.0	00	01	60.8	99	119.75	177.88	11.78	14.81	561.81	72.5	253.4	339.4	252.1	00	13.95	-3.16	0.0000	0.0000	00	00	00	00	25.00	0.00	15422	01	1388	01	01	823.88	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	498	0	62.6	0	0.000	0	1.0000	FALSE	15.781	448	
550	55.0	11.3	01	805	68.0	651.2	0	00	01	96.8	725	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	35	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-87.0	94.3	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	820	00	-0.236	10	804	10.4	4931.4	154.4	0.0	00	01	60.8	99	119.75	177.88	11.78	14.81	561.81	72.5	253.4	339.4	252.1	00	13.95	-3.16	0.0000	0.0000	00	00	00	00	25.00	0.00	15422	01	1388	01	01	823.88	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	498	0	62.6	0	0.000	0	1.0000	FALSE	15.781	448	
551	55.1	11.3	01	805	68.0	651.2	0	00	01	96.8	725	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	35	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-87.0	94.3	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	820	00	-0.236	10	804	10.4	4931.4	154.4	0.0	00	01	60.8	99	119.75	177.88	11.78	14.81	561.81	72.5	253.4	339.4	252.1	00	13.95	-3.16	0.0000	0.0000	00	00	00	00	25.00	0.00	15422	01	1388	01	01	823.88	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	498	0	62.6	0	0.000	0	1.0000	FALSE	15.781	448	
552	55.2	11.3	01	805	68.0	651.2	0	00	01	96.8	725	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	35	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-87.0	94.3	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	820	00	-0.236	10	804	10.4	5076.4	154.4	0.0	00	01	60.8	99	122.44	180.44	11.84	14.81	561.81	72.5	253.4	339.4	252.1	00	13.95	-3.16	0.0000	0.0000	00	00	00	00	25.00	0.00	15422	01	1388	01	01	823.88	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	498	0	62.6	0	0.000	0	1.0000	FALSE	15.781	448	
553	55.3	11.3	01	805	68.0	651.2	0	00	01	96.8	725	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	35	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-87.0	94.3	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	820	00	-0.236	10	804	10.4	5076.4	154.4	0.0	00	01	60.8	99	122.44	180.44	11.84	15.75	556.00	72.5	253.9	341.6	253.4	00	13.95	-3.00	0.0000	0.0000	00	00	00	00	25.00	0.00	15422	01	1388	01	01	823.88	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	498	0	62.6	0	0.000	0	1.0000	FALSE	15.781	448	
554	55.4	11.3	01	805	68.0	651.2	0	00	01	96.8	725	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	35	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-87.0	94.3	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	820	00	-0.236	10	804	10.4	5076.4	154.4	0.0	00	01	60.8	99	122.44	180.44	11.84	15.75	556.00	72.5	253.9	341.6	253.4	00	13.95	-3.00	0.0000	0.0000	00	00	00	00	25.00	0.00	17799	01	1398	01	01	826.31	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	498	0	62.6	0	0.000	0	1.0000	FALSE	15.781	448	
555	55.5	11.3	01	805	68.0	651.2	0	00	01	96.8	725	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	35	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-87.0	94.3	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	820	00	-0.236	10	804	10.4	5076.4	154.4	0.0	00	01	60.8	99	122.44	180.44	11.84	15.75	556.00	72.5	253.9	341.6	253.4	00	13.95	-3.00	0.0000	0.0000	00	00	00	00	25.00	0.00	17799	01	1398	01	01	826.31	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	498	0	62.6	0	0.000	0	1.0000	FALSE	15.781	448	
556	55.6	11.3	01	805	68.0	651.2	0	00	01	96.8	725	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	35	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-87.0	94.3	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	820	00	-0.236	10	804	10.4	5076.4	154.4	0.0	00	01	60.8	99	122.44	180.44	11.84	15.75	556.00	72.5	253.9	341.6	253.4	00	13.95	-3.00	0.0000	0.0000	00	00	00	00	25.00	0.00	17799	01	1398	01	01	826.31	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	486	0	62.6	0	0.000	0	1.0000	FALSE	15.781	448	
557	55.7	11.3	01	805	68.0	651.2	0	00	01	96.8	725	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	35	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-87.0	94.3	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	820	00	-0.236	10	804	10.4	5076.4	154.4	0.0	00	01	60.8	99	122.44	180.44	11.84	15.75	556.00	72.5	253.9	341.6	253.4	00	13.95	-3.00	0.0000	0.0000	00	00	00	00	25.00	0.00	17799	01	1398	01	01	826.31	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	486	0	62.6	0	0.000	0	1.0000	FALSE	14.906	438	
558	55.8	11.3	01	805	68.0	651.2	0	00	01	98.6	701	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	35	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-87.0	94.3	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	820	00	-0.236	10	804	10.4	5076.4	154.4	0.0	00	01	60.8	99	122.44	180.44	11.84	15.75	556.00	72.5	253.9	341.6	253.4	00	13.95	-3.00	0.0000	0.0000	00	00	00	00	25.00	0.00	17799	01	1398	01	01	826.31	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	486	0	62.6	0	0.000	0	1.0000	FALSE	14.906	438	
559	55.9	11.3	01	805	68.0	651.2	0	00	01	98.6	701	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	35	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-87.0	94.3	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	820	00	-0.236	10	804	10.4	5076.4	154.4	0.0	00	01	60.8	99	122.44	180.44	11.84	15.75	556.00	72.5	253.9	341.6	253.4	00	13.95	-3.00	0.0000	0.0000	00	00	00	00	25.00	0.00	17799	01	1398	01	01	826.31	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	486	0	62.6	0	0.000	0	1.0000	FALSE	14.906	438	
560	56.0	11.3	01	805	68.0	651.2	0	00	01	98.6	701	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	35	26	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	29.0	92.8	95.7	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	820	00	-0.236	10	804	10.4	5076.4	154.4	0.0	00	01	60.8	99	122.44	180.44	11.84	15.75	556.00	72.5	253.9	341.6	253.4	00	13.95	-3.00	0.0000	0.0000	00	00	00	00	25.00	0.00	17799	01	1398	01	01	826.31	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	486	0	62.6	0	0.000	0	1.0000	FALSE	14.906	438	
561	56.1	11.3	01	805	68.0	651.2	0	00	01	98.6	701	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	35	26	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	29.0	92.8	95.7	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	840	00	-0.236	10	804	10.4	5076.4	154.4	0.0	00	01	60.8	99	122.44	180.44	11.84	15.75	556.00	72.5	253.9	341.6	253.4	00	13.95	-3.00	0.0000	0.0000	00	00	00	00	25.00	0.00	17799	01	1398	01	01	826.31	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	486	0	62.6	0	0.000	0	1.0000	FALSE	14.906	438	
562	56.2	11.3	01	805	68.0	651.2	0	00	01	98.6	701	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	35	26	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	29.0	92.8	95.7	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	840	00	-0.236	10	804	10.4	5076.4	154.4	0.0	00	01	60.8	99	116.38	174.38	11.69	15.75	556.00	72.5	253.9	341.6	253.4	00	13.95	-3.00	0.0000	0.0000	00	00	00	00	25.00	0.00	17799	01	1398	01	01	826.31	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	486	0	62.6	0	0.000	0	1.0000	FALSE	14.906	438	
563	56.3	11.3	01	805	68.0	651.2	0	00	01	98.6	701	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	35	26	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	29.0	92.8	95.7	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	840	00	-0.236	10	804	10.4	5076.4	154.4	0.0	00	01	60.8	99	116.38	174.38	11.69	15.88	561.81	72.5	254.8	343.9	253.4	00	13.95	-3.19	0.0000	0.0000	00	00	00	00	25.00	0.00	17799	01	1398	01	01	826.31	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	486	0	62.6	0	0.000	0	1.0000	FALSE	14.906	438	
564	56.4	11.3	01	805	68.0	651.2	0	00	01	98.6	701	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	35	26	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	29.0	92.8	95.7	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	840	00	-0.236	10	804	10.4	5076.4	154.4	0.0	00	01	60.8	99	116.38	174.38	11.69	15.88	561.81	72.5	254.8	343.9	253.4	00	13.95	-3.19	0.0000	0.0000	00	00	00	00	25.00	0.00	15506	01	1398	01	01	826.31	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	486	0	62.6	0	0.000	0	1.0000	FALSE	14.906	438	
565	56.5	11.3	01	805	68.0	651.2	0	00	01	98.6	701	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	35	26	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	29.0	92.8	95.7	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	840	00	-0.236	10	804	10.4	5076.4	154.4	0.0	00	01	60.8	99	116.38	174.38	11.69	15.88	561.81	72.5	254.8	343.9	253.4	00	13.95	-3.19	0.0000	0.0000	00	00	00	00	25.00	0.00	15506	01	1398	01	01	845.81	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	486	0	62.6	0	0.000	0	1.0000	FALSE	14.906	438	
566	56.6	11.3	01	805	68.0	651.2	0	00	01	98.6	701	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	35	26	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	29.0	92.8	95.7	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	840	00	-0.236	10	804	10.4	5076.4	154.4	0.0	00	01	60.8	99	116.38	174.38	11.69	15.88	561.81	72.5	254.8	343.9	253.4	00	13.95	-3.19	0.0000	0.0000	00	00	00	00	25.00	0.00	15506	01	1398	01	01	845.81	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	503	0	62.6	0	0.000	0	1.0000	FALSE	14.906	438	
567	56.7	11.3	01	805	68.0	651.2	0	00	01	98.6	701	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	35	26	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	29.0	92.8	95.7	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	840	00	-0.236	10	804	10.4	5076.4	154.4	0.0	00	01	60.8	99	116.38	174.38	11.69	15.88	561.81	72.5	254.8	343.9	253.4	00	13.95	-3.19	0.0000	0.0000	00	00	00	00	25.00	0.00	15506	01	1398	01	01	845.81	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	503	0	62.6	0	0.000	0	1.0000	FALSE	15.531	423	
568	56.8	11.2	01	805	68.0	651.2	0	00	01	98.6	701	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	35	26	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	29.0	92.8	95.7	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	840	00	-0.236	10	804	10.4	5076.4	154.4	0.0	00	01	60.8	99	116.38	174.38	11.69	15.88	561.81	72.5	254.8	343.9	253.4	00	13.95	-3.19	0.0000	0.0000	00	00	00	00	25.00	0.00	15506	01	1398	01	01	845.81	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	503	0	62.6	0	0.000	0	1.0000	FALSE	15.531	423	
569	56.9	11.2	01	805	68.0	651.2	0	00	01	98.6	728	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	35	26	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	29.0	92.8	95.7	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	840	00	-0.236	10	804	10.4	5076.4	154.4	0.0	00	01	60.8	99	116.38	174.38	11.69	15.88	561.81	72.5	254.8	343.9	253.4	00	13.95	-3.19	0.0000	0.0000	00	00	00	00	25.00	0.00	15506	01	1398	01	01	845.81	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	503	0	62.6	0	0.000	0	1.0000	FALSE	15.531	423	
570	57.0	11.2	01	805	68.0	651.2	0	00	01	98.6	728	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	33	24	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	87.0	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	840	00	-0.236	10	804	10.4	5076.4	154.4	0.0	00	01	60.8	99	116.38	174.38	11.69	15.88	561.81	72.5	254.8	343.9	253.4	00	13.95	-3.19	0.0000	0.0000	00	00	00	00	25.00	0.00	15506	01	1398	01	01	845.81	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	503	0	62.6	0	0.000	0	1.0000	FALSE	15.531	423	
571	57.1	11.2	01	805	68.0	651.2	0	00	01	98.6	728	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	33	24	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	87.0	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	830	00	-0.236	10	804	10.4	5076.4	154.4	0.0	00	01	60.8	99	116.38	174.38	11.69	15.88	561.81	72.5	254.8	343.9	253.4	00	13.95	-3.19	0.0000	0.0000	00	00	00	00	25.00	0.00	15506	01	1398	01	01	845.81	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	503	0	62.6	0	0.000	0	1.0000	FALSE	15.531	423	
572	57.2	11.2	01	805	68.0	651.2	0	00	01	98.6	728	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	33	24	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	87.0	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	830	00	-0.236	10	804	10.4	5221.4	154.4	0.0	00	01	60.8	99	116.38	174.38	11.69	15.88	561.81	72.5	254.8	343.9	253.4	00	13.95	-3.19	0.0000	0.0000	00	00	00	00	25.00	0.00	15506	01	1398	01	01	845.81	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	503	0	62.6	0	0.000	0	1.0000	FALSE	15.531	423	
573	57.3	11.2	01	805	68.0	651.2	0	00	01	98.6	728	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	33	24	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	87.0	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	830	00	-0.236	10	804	10.4	5221.4	154.4	0.0	00	01	60.8	99	115.31	173.31	11.59	14.69	560.69	72.5	256.1	346.1	255.2	00	13.95	-3.19	0.0000	0.0000	00	00	00	00	25.00	0.00	15506	01	1398	01	01	845.81	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	503	0	62.6	0	0.000	0	1.0000	FALSE	15.531	423	
574	57.4	11.2	01	805	68.0	651.2	0	00	01	98.6	728	811	2765	23.0	00	80.6	0	11.0	0	0	0.0	0.0	704	13.1	176.0	0	0	0	33	24	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	87.0	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.36	2945.311	830	00	-0.236	10	804	10.4	5221.4	154.4	0.0	00	01	60.8	99	115.31	173.31	11.59	14.69	560.69	72.5	256.1	346.1	255.2	00	13.95	-3.31	0.0000	0.0000	00	00	00	00	25.00	0.00	15546	01	1505	01	01	845.81	01	0.0000	0.0000	01	306	181	01	11.0	316	1285	256	503	0	62.6	0	0.000	0	1.0000	FALSE	15.531	423	
