Start Time : 2023-04-21 17:11:27
Frame	Time	Battery voltage	Ignition switch condition	First EGR closed position (AD Conversion)	Fuel Temp Sensor (physical Value)	Turbine inlet temperature (physical value)	EGR valve duty cycle	Brake switch condition	State variable showing the condition of the engine	Coolant temp (physical value)	Engine speed	Number of MDP update failed	Number of MDP update succeed	Total soot mas inside the DPF calulated based on model	Transmission oil temp switch condition	Oil pressure	Pedal position	Atmospheric pressure	Pedal position from potentiometer track 1	Pedal position from potentiometer track 2	Hand pedal position from potentiometer track 1	Hand pedal position from potentiometer track 2	Fuel filter feedback (AD conversion)	Turbine inlet preesure (estimate)	SCR outlet temperature	EGR rate position (demand value)	Throttle valve duty cycle	After fuel quantity (demand)	Total fuel injection quantity	Main fuel injection quantity	Pilot 1 fuel inection quantity	Pilot 2 fuel inection quantity	Post 1 fuel inection quantity	Post 2 fuel inection quantity	Injection balancing delta speed of Cyliner 1	Injection balancing delta speed of Cyliner 3 (D18 = Injector 2)	Injection balancing delta speed of Cyliner 4 (D18 = Injector 3)	Injection balancing delta speed of Cyliner 2	After injection condition	Main injection timing	Pilot1 injection timing demand	Pilot2 injection timing demand	Post1 injection timing demand	Post2 injection timing demand	Rail pressure (demand value)	Rail pressure gap (demand vs actual feedback)	Actual fast indicated mean effective pressure	Actual slow indicated mean effective pressure	Desired fast indicated mean effective pressure	Desired slow indicated mean effective pressure	Idle speed target	Maximum indicated torque	Brake Lamp Switch condition	Oil pressure warning lamp condition	Inching pedal switch condition	Multi torque switch condition	Parking Brake switch condition	PTO switch condition	Water in fuel filter condition	Emergency Switch condition	Total engine running time	Total fuel used by the engine	Total vehicle run time	IMV current demand	Cluth switch condition	EGR valve position	Air mass flow (1 injection cycle)	EGR valve position (AD Conversion)	Manifold air pressure (raw)	Rail pressure (raw)	Intake manifold temperature	Throttle feedback position from AD Conversion	Regeneration state	Glow plugs condition	Ambient temperature	Throttle position (desired)	Actual engine brake torque	Actual indicated torque	Intake port air mass flow	Intake port air mass flow (speed)	Oil pressure	Output temperature from cnts linearization map	SCR inlet temperature	DOC in temperature	Target DOC out temperature (DeSox Mode)	Regen switch is the inhibited state	Air/Fuel ratio	Intake air estimation	EGR valve duty rate (desired)	EGR rate (Intake port)	DeSOx state	Check engine lamp condition	Glow plug warning lamp signal condition	MIL Lamp condition	Supply Module external ambient temperature	Fuel filter pressure	Cam sensor APS value	Cam sensor condition	Crank Sensor APS value	Crank sensor condition	Cam & Crank sensor communicating	IMV current feedback	SCR inducement - fault code repeat state	SCR inducement - speed scaler	SCR inducement - torque scaler	SCR inducement - state	Max torque value	Reduce torque value	Smoke Limit Active condition	Atmospheric pressure	Coolant temp (AD Conversion)	Turbine inlet temperature (AD Conversion)	Manifold air pressure sensor (AD Conversion)	Air mass flow (Feedback)	Fuel tank level	Intake air temperature (Feedback)	Actual Throttle feedback position from AD Conversion	Engine running time (1 driving cycle)	Requested Engine Speed	Filtered EGR flow correction fraction during fail diagnosis conditions	EGR flow diagnosis enabled	Non-corrected intake port fresh air flow	Value of period signal (HFM AMF)	
136	13.6	11.3	01	805	68.0	456.8	0	00	01	96.8	767	811	2765	23.0	00	61.5	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	28	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-87.0	104.4	101.5	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.299	820	00	-0.236	12	804	10.4	5076.4	104.0	0.0	00	01	60.8	99	131.88	190.13	13.09	16.88	564.13	77.9	173.3	228.2	172.9	00	13.95	-3.41	0.0000	0.0000	00	00	00	00	25.00	0.00	14508	01	1285	01	01	831.19	01	0.0000	0.0000	01	307	181	01	11.0	324	1124	248	515	0	62.6	0	0.000	0	1.0000	FALSE	16.344	454	
137	13.7	11.3	01	805	68.0	456.8	0	00	01	96.8	767	811	2765	23.0	00	63.8	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-58.0	95.7	92.8	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.299	820	00	-0.236	12	804	10.4	5076.4	104.0	0.0	00	01	60.8	99	131.88	190.13	13.09	16.88	564.13	77.9	173.3	228.2	172.9	00	13.95	-3.41	0.0000	0.0000	00	00	00	00	25.00	0.00	14508	01	1285	01	01	831.19	01	0.0000	0.0000	01	307	181	01	11.0	324	1124	248	515	0	62.6	0	0.000	0	1.0000	FALSE	16.344	454	
138	13.8	11.3	01	805	68.0	456.8	0	00	01	96.8	767	811	2765	23.0	00	63.8	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-58.0	95.7	92.8	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.299	820	00	-0.236	12	804	10.4	5076.4	104.0	0.0	00	01	60.8	99	131.88	190.13	13.09	16.88	564.13	77.9	173.3	228.2	172.9	00	13.95	-3.41	0.0000	0.0000	00	00	00	00	25.00	0.00	14508	01	1285	01	01	831.19	01	0.0000	0.0000	01	307	181	01	11.0	324	1124	248	515	0	62.6	0	0.000	0	1.0000	FALSE	16.344	454	
139	13.9	11.3	01	805	68.0	456.8	0	00	01	96.8	767	811	2765	23.0	00	63.8	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-58.0	95.7	92.8	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.299	820	00	-0.236	12	804	10.4	5221.4	104.0	0.0	00	01	60.8	99	131.88	188.44	12.97	16.81	560.69	77.5	173.3	228.2	172.9	00	13.95	-3.41	0.0000	0.0000	00	00	00	00	25.00	0.00	14508	01	1285	01	01	831.19	01	0.0000	0.0000	01	307	181	01	11.0	324	1124	248	515	0	62.6	0	0.000	0	1.0000	FALSE	16.344	454	
140	14.0	11.3	01	805	68.0	456.8	0	00	01	96.8	767	811	2765	23.0	00	63.8	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-58.0	95.7	92.8	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.299	820	00	-0.236	12	804	10.4	5221.4	104.0	0.0	00	01	60.8	99	131.88	188.44	12.97	16.81	560.69	77.5	176.9	230.5	172.9	00	13.95	-3.38	0.0000	0.0000	00	00	00	00	25.00	0.00	14508	01	1285	01	01	831.19	01	0.0000	0.0000	01	307	181	01	11.0	324	1124	248	515	0	62.6	0	0.000	0	1.0000	FALSE	16.344	454	
141	14.1	11.3	01	805	68.0	456.8	0	00	01	96.8	767	811	2765	23.0	00	63.8	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-58.0	95.7	92.8	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.299	820	00	-0.236	12	804	10.4	5221.4	104.0	0.0	00	01	60.8	99	131.88	188.44	12.97	16.81	560.69	77.5	176.9	230.5	172.9	00	13.95	-3.38	0.0000	0.0000	00	00	00	00	25.00	0.00	14533	01	1351	01	01	840.94	01	0.0000	0.0000	01	307	181	01	11.0	324	1124	248	515	0	62.6	0	0.000	0	1.0000	FALSE	16.344	454	
142	14.2	11.3	01	805	68.0	456.8	0	00	01	96.8	767	811	2765	23.0	00	63.8	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-58.0	95.7	92.8	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.299	820	00	-0.236	12	804	10.4	5221.4	104.0	0.0	00	01	60.8	99	131.88	188.44	12.97	16.81	560.69	77.5	176.9	230.5	172.9	00	13.95	-3.38	0.0000	0.0000	00	00	00	00	25.00	0.00	14533	01	1351	01	01	840.94	01	0.0000	0.0000	01	307	181	01	11.0	324	1140	248	515	0	62.6	0	0.000	0	1.0000	FALSE	16.344	454	
143	14.3	11.3	01	805	68.0	456.8	0	00	01	96.8	767	811	2765	23.0	00	63.8	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-58.0	95.7	92.8	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.299	820	00	-0.236	12	804	10.4	5221.4	104.0	0.0	00	01	60.8	99	131.88	188.44	12.97	16.81	560.69	77.5	176.9	230.5	172.9	00	13.95	-3.38	0.0000	0.0000	00	00	00	00	25.00	0.00	14533	01	1351	01	01	840.94	01	0.0000	0.0000	01	307	181	01	11.0	324	1140	252	495	0	62.6	0	0.000	0	1.0000	FALSE	16.469	445	
144	14.4	11.3	01	805	68.0	471.2	0	00	01	96.8	767	811	2765	23.0	00	63.8	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-58.0	95.7	92.8	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.299	820	00	-0.236	12	804	10.4	5221.4	104.0	0.0	00	01	60.8	99	131.88	188.44	12.97	16.81	560.69	77.5	176.9	230.5	172.9	00	13.95	-3.38	0.0000	0.0000	00	00	00	00	25.00	0.00	14533	01	1351	01	01	840.94	01	0.0000	0.0000	01	307	181	01	11.0	324	1140	252	495	0	62.6	0	0.000	0	1.0000	FALSE	16.469	445	
145	14.5	11.3	01	805	68.0	471.2	0	00	01	96.8	764	811	2765	23.0	00	63.8	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-58.0	95.7	92.8	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.299	820	00	-0.236	12	804	10.4	5221.4	104.0	0.0	00	01	60.8	99	131.88	188.44	12.97	16.81	560.69	77.5	176.9	230.5	172.9	00	13.95	-3.38	0.0000	0.0000	00	00	00	00	25.00	0.00	14533	01	1351	01	01	840.94	01	0.0000	0.0000	01	307	181	01	11.0	324	1140	252	495	0	62.6	0	0.000	0	1.0000	FALSE	16.469	445	
146	14.6	11.3	01	805	68.0	471.2	0	00	01	96.8	764	811	2765	23.0	00	65.6	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	95.7	104.4	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.299	820	00	-0.236	12	804	10.4	5221.4	104.0	0.0	00	01	60.8	99	131.88	188.44	12.97	16.81	560.69	77.5	176.9	230.5	172.9	00	13.95	-3.38	0.0000	0.0000	00	00	00	00	25.00	0.00	14533	01	1351	01	01	840.94	01	0.0000	0.0000	01	307	181	01	11.0	324	1140	252	495	0	62.6	0	0.000	0	1.0000	FALSE	16.469	445	
147	14.7	11.3	01	805	68.0	471.2	0	00	01	96.8	764	811	2765	23.0	00	65.6	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	95.7	104.4	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.299	820	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	131.88	188.44	12.97	16.81	560.69	77.5	176.9	230.5	172.9	00	13.95	-3.38	0.0000	0.0000	00	00	00	00	25.00	0.00	14533	01	1351	01	01	840.94	01	0.0000	0.0000	01	307	181	01	11.0	324	1140	252	495	0	62.6	0	0.000	0	1.0000	FALSE	16.469	445	
148	14.8	11.3	01	805	68.0	471.2	0	00	01	96.8	764	811	2765	23.0	00	65.6	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	95.7	104.4	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.299	820	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	123.50	186.50	12.97	16.19	564.13	77.0	180.1	232.7	172.9	00	13.95	-3.38	0.0000	0.0000	00	00	00	00	25.00	0.00	14533	01	1351	01	01	840.94	01	0.0000	0.0000	01	307	181	01	11.0	324	1140	252	495	0	62.6	0	0.000	0	1.0000	FALSE	16.469	445	
149	14.9	11.3	01	805	68.0	471.2	0	00	01	96.8	764	811	2765	23.0	00	65.6	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	95.7	104.4	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.299	820	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	123.50	186.50	12.97	16.19	564.13	77.0	180.1	232.7	172.9	00	13.95	-3.41	0.0000	0.0000	00	00	00	00	25.00	0.00	14533	01	1351	01	01	840.94	01	0.0000	0.0000	01	307	181	01	11.0	324	1140	252	495	0	62.6	0	0.000	0	1.0000	FALSE	16.469	445	
150	15.0	11.3	01	805	68.0	471.2	0	00	01	96.8	764	811	2765	23.0	00	65.6	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	95.7	104.4	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.299	820	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	123.50	186.50	12.97	16.19	564.13	77.0	180.1	232.7	172.9	00	13.95	-3.41	0.0000	0.0000	00	00	00	00	25.00	0.00	20786	01	1264	01	01	826.31	01	0.0000	0.0000	01	307	181	01	11.0	324	1140	252	495	0	62.6	0	0.000	0	1.0000	FALSE	16.469	445	
151	15.1	11.3	01	805	68.0	471.2	0	00	01	96.8	764	811	2765	23.0	00	65.6	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	95.7	104.4	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.299	820	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	123.50	186.50	12.97	16.19	564.13	77.0	180.1	232.7	172.9	00	13.95	-3.41	0.0000	0.0000	00	00	00	00	25.00	0.00	20786	01	1264	01	01	826.31	01	0.0000	0.0000	01	307	181	01	11.0	324	1140	252	513	0	62.6	0	0.000	0	1.0000	FALSE	16.469	445	
152	15.2	11.3	01	805	68.0	471.2	0	00	01	96.8	764	811	2765	23.0	00	65.6	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	95.7	104.4	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.299	820	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	123.50	186.50	12.97	16.19	564.13	77.0	180.1	232.7	172.9	00	13.95	-3.41	0.0000	0.0000	00	00	00	00	25.00	0.00	20786	01	1264	01	01	826.31	01	0.0000	0.0000	01	307	181	01	11.0	324	1140	252	513	0	62.6	0	0.000	0	1.0000	FALSE	16.344	454	
153	15.3	11.3	01	805	68.0	485.6	0	00	01	96.8	764	811	2765	23.0	00	65.6	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	95.7	104.4	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.299	820	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	123.50	186.50	12.97	16.19	564.13	77.0	180.1	232.7	172.9	00	13.95	-3.41	0.0000	0.0000	00	00	00	00	25.00	0.00	20786	01	1264	01	01	826.31	01	0.0000	0.0000	01	307	181	01	11.0	324	1140	252	513	0	62.6	0	0.000	0	1.0000	FALSE	16.344	454	
154	15.4	11.3	01	805	68.0	485.6	0	00	01	96.8	754	811	2765	23.0	00	65.6	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	95.7	104.4	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.299	820	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	123.50	186.50	12.97	16.19	564.13	77.0	180.1	232.7	172.9	00	13.95	-3.41	0.0000	0.0000	00	00	00	00	25.00	0.00	20786	01	1264	01	01	826.31	01	0.0000	0.0000	01	307	181	01	11.0	324	1140	252	513	0	62.6	0	0.000	0	1.0000	FALSE	16.344	454	
155	15.5	11.3	01	805	68.0	485.6	0	00	01	96.8	754	811	2765	23.0	00	67.3	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	35	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	92.8	103.0	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.299	820	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	123.50	186.50	12.97	16.19	564.13	77.0	180.1	232.7	172.9	00	13.95	-3.41	0.0000	0.0000	00	00	00	00	25.00	0.00	20786	01	1264	01	01	826.31	01	0.0000	0.0000	01	307	181	01	11.0	324	1140	252	513	0	62.6	0	0.000	0	1.0000	FALSE	16.344	454	
156	15.6	11.3	01	805	68.0	485.6	0	00	01	96.8	754	811	2765	23.0	00	67.3	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	35	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	92.8	103.0	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	820	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	123.50	186.50	12.97	16.19	564.13	77.0	180.1	232.7	172.9	00	13.95	-3.41	0.0000	0.0000	00	00	00	00	25.00	0.00	20786	01	1264	01	01	826.31	01	0.0000	0.0000	01	307	181	01	11.0	324	1140	252	513	0	62.6	0	0.000	0	1.0000	FALSE	16.344	454	
157	15.7	11.3	01	805	68.0	485.6	0	00	01	96.8	754	811	2765	23.0	00	67.3	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	35	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	92.8	103.0	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	820	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	120.50	177.31	12.81	16.38	561.81	77.0	180.1	232.7	172.9	00	13.95	-3.41	0.0000	0.0000	00	00	00	00	25.00	0.00	20786	01	1264	01	01	826.31	01	0.0000	0.0000	01	307	181	01	11.0	324	1140	252	513	0	62.6	0	0.000	0	1.0000	FALSE	16.344	454	
158	15.8	11.3	01	805	68.0	485.6	0	00	01	96.8	754	811	2765	23.0	00	67.3	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	35	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	92.8	103.0	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	820	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	120.50	177.31	12.81	16.38	561.81	76.6	182.8	235.4	180.5	00	13.95	-3.88	0.0000	0.0000	00	00	00	00	25.00	0.00	20786	01	1264	01	01	826.31	01	0.0000	0.0000	01	307	181	01	11.0	324	1140	252	513	0	62.6	0	0.000	0	1.0000	FALSE	16.344	454	
159	15.9	11.3	01	805	68.0	485.6	0	00	01	96.8	754	811	2765	23.0	00	67.3	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	35	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	92.8	103.0	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	820	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	120.50	177.31	12.81	16.38	561.81	76.6	182.8	235.4	180.5	00	13.95	-3.88	0.0000	0.0000	00	00	00	00	25.00	0.00	20795	01	1266	01	01	831.19	01	0.0000	0.0000	01	307	181	01	11.0	324	1140	252	513	0	62.6	0	0.000	0	1.0000	FALSE	16.344	454	
160	16.0	11.3	01	805	68.0	485.6	0	00	01	96.8	754	811	2765	23.0	00	67.3	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	35	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	92.8	103.0	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	820	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	120.50	177.31	12.81	16.38	561.81	76.6	182.8	235.4	180.5	00	13.95	-3.88	0.0000	0.0000	00	00	00	00	25.00	0.00	20795	01	1266	01	01	831.19	01	0.0000	0.0000	01	307	181	01	11.0	324	1140	252	513	0	62.6	0	0.000	0	1.0000	FALSE	16.344	454	
161	16.1	11.3	01	805	68.0	485.6	0	00	01	96.8	754	811	2765	23.0	00	67.3	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	35	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	92.8	103.0	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	820	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	120.50	177.31	12.81	16.38	561.81	76.6	182.8	235.4	180.5	00	13.95	-3.88	0.0000	0.0000	00	00	00	00	25.00	0.00	20795	01	1266	01	01	831.19	01	0.0000	0.0000	01	307	181	01	11.0	324	1156	252	509	0	62.6	0	0.000	0	1.0000	FALSE	16.344	454	
162	16.2	11.3	01	805	68.0	485.6	0	00	01	96.8	754	811	2765	23.0	00	67.3	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	35	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	92.8	103.0	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	820	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	120.50	177.31	12.81	16.38	561.81	76.6	182.8	235.4	180.5	00	13.95	-3.88	0.0000	0.0000	00	00	00	00	25.00	0.00	20795	01	1266	01	01	831.19	01	0.0000	0.0000	01	307	181	01	11.0	324	1156	252	509	0	62.6	0	0.000	0	1.0000	FALSE	16.250	444	
163	16.3	11.3	01	805	68.0	492.8	0	00	01	96.8	754	811	2765	23.0	00	67.3	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	35	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	92.8	103.0	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	820	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	120.50	177.31	12.81	16.38	561.81	76.6	182.8	235.4	180.5	00	13.95	-3.88	0.0000	0.0000	00	00	00	00	25.00	0.00	20795	01	1266	01	01	831.19	01	0.0000	0.0000	01	307	181	01	11.0	324	1156	252	509	0	62.6	0	0.000	0	1.0000	FALSE	16.250	444	
164	16.4	11.3	01	805	68.0	492.8	0	00	01	96.8	763	811	2765	23.0	00	67.3	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	35	27	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	92.8	103.0	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	820	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	120.50	177.31	12.81	16.38	561.81	76.6	182.8	235.4	180.5	00	13.95	-3.88	0.0000	0.0000	00	00	00	00	25.00	0.00	20795	01	1266	01	01	831.19	01	0.0000	0.0000	01	307	181	01	11.0	324	1156	252	509	0	62.6	0	0.000	0	1.0000	FALSE	16.250	444	
165	16.5	11.3	01	805	68.0	492.8	0	00	01	96.8	763	811	2765	23.0	00	69.0	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	32	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	103.0	104.4	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	820	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	120.50	177.31	12.81	16.38	561.81	76.6	182.8	235.4	180.5	00	13.95	-3.88	0.0000	0.0000	00	00	00	00	25.00	0.00	20795	01	1266	01	01	831.19	01	0.0000	0.0000	01	307	181	01	11.0	324	1156	252	509	0	62.6	0	0.000	0	1.0000	FALSE	16.250	444	
166	16.6	11.3	01	805	68.0	492.8	0	00	01	96.8	763	811	2765	23.0	00	69.0	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	32	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	103.0	104.4	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	830	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	120.50	177.31	12.81	16.38	561.81	76.6	182.8	235.4	180.5	00	13.95	-3.88	0.0000	0.0000	00	00	00	00	25.00	0.00	20795	01	1266	01	01	831.19	01	0.0000	0.0000	01	307	181	01	11.0	324	1156	252	509	0	62.6	0	0.000	0	1.0000	FALSE	16.250	444	
167	16.7	11.3	01	805	68.0	492.8	0	00	01	96.8	763	811	2765	23.0	00	69.0	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	32	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	103.0	104.4	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	830	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	127.63	184.63	12.78	16.22	559.50	76.1	185.9	238.1	180.5	00	13.95	-3.88	0.0000	0.0000	00	00	00	00	25.00	0.00	20795	01	1266	01	01	831.19	01	0.0000	0.0000	01	307	181	01	11.0	324	1156	252	509	0	62.6	0	0.000	0	1.0000	FALSE	16.250	444	
168	16.8	11.3	01	805	68.0	492.8	0	00	01	96.8	763	811	2765	23.0	00	69.0	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	32	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	103.0	104.4	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	830	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	127.63	184.63	12.78	16.22	559.50	76.1	185.9	238.1	180.5	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	20795	01	1266	01	01	831.19	01	0.0000	0.0000	01	307	181	01	11.0	324	1156	252	509	0	62.6	0	0.000	0	1.0000	FALSE	16.250	444	
